User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher,User-City,User-State,User-Country,User-Age,Series-Title,Genre
28016,0060976845,5,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,port clinton, ohio,United States,31.0,little altars everywhere: a novel,Fiction
28016,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,port clinton, ohio,United States,31.0,harry potter,Fantasy
28016,0439136369,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,port clinton, ohio,United States,31.0,harry potter,Fantasy
28016,0439139600,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,port clinton, ohio,United States,31.0,harry potter,Fantasy
28056,0316601950,7,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,lancaster, pennsylvania,United States,36.0,pilot's wife : a novel,Fiction
28091,044023722X,8,A Painted House,John Grisham,2001,Dell Publishing Company,fort collins, colorado,United States,33.0,painted house,Fiction
28091,0451160525,5,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,1994,New American Library,fort collins, colorado,United States,33.0,dark tower,Fantasy
28091,0971880107,2,Wild Animus,Rich Shapero,2004,Too Far,fort collins, colorado,United States,33.0,wild animus,Fiction
28094,0671727796,5,The Color Purple,Alice Walker,1990,Pocket,vancouver, british columbia,Canada,33.0,color purple,Historical Fiction
28096,044021145X,7,The Firm,John Grisham,1992,Bantam Dell Publishing Group,prescott, arizona,United States,44.0,firm,Thriller
28096,0440213525,6,The Client,John Grisham,1994,Dell Publishing Company,prescott, arizona,United States,44.0,client,Legal Thriller
28123,0440234743,9,The Testament,John Grisham,1999,Dell,indiuanapolis, indiana,United States,33.0,testament,Thriller
28123,044023722X,9,A Painted House,John Grisham,2001,Dell Publishing Company,indiuanapolis, indiana,United States,33.0,painted house,Fiction
28139,0446606812,1,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,new york, new york,United States,33.0,message in a bottle,Romance
28144,0440206154,9,Red Dragon,Thomas Harris,2000,Dell Publishing Company,orlando, florida,United States,33.0,red dragon,Thriller
28144,0440236673,5,The Brethren,John Grisham,2000,Island,orlando, florida,United States,33.0,brethren,Thriller
28144,044023722X,2,A Painted House,John Grisham,2001,Dell Publishing Company,orlando, florida,United States,33.0,painted house,Fiction
28147,0425186709,3,Tom Clancy's Op-Center: Mission of Honor (Tom Clancy's Op Center (Paperback)),Jeff Rovin,2002,Berkley Publishing Group,hollywood, florida,United States,33.0,tom clancy's op center,Thriller
28150,0156027321,9,Life of Pi,Yann Martel,2003,Harvest Books,portland, oregon,United States,25.0,life of pi,Fiction
28150,043935806X,9,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,portland, oregon,United States,25.0,harry potter,Fantasy
28177,0060930535,10,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial,grand rapids, michigan,United States,26.0,poisonwood bible: a novel,Historical Fiction
28177,0060976845,5,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,grand rapids, michigan,United States,26.0,little altars everywhere: a novel,Fiction
28177,0060987103,8,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,grand rapids, michigan,United States,26.0,wicked,Fantasy
28177,0156027321,9,Life of Pi,Yann Martel,2003,Harvest Books,grand rapids, michigan,United States,26.0,life of pi,Fiction
28177,0312291639,8,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,grand rapids, michigan,United States,26.0,nanny diaries: a novel,Fiction
28177,0375707972,6,The Reader,Bernhard Schlink,1999,Vintage Books USA,grand rapids, michigan,United States,26.0,reader,Historical Fiction
28177,0375727345,10,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,grand rapids, michigan,United States,26.0,house of sand and fog,Fiction
28177,0446364193,7,Along Came a Spider (Alex Cross Novels),James Patterson,1993,Warner Books,grand rapids, michigan,United States,26.0,alex cross,Thriller
28177,0670032549,9,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,Viking Books,grand rapids, michigan,United States,26.0,dark tower,Fantasy
28177,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,grand rapids, michigan,United States,26.0,ender's game (ender wiggins saga (paperback)),Science Fiction
28203,0440241073,7,The Summons,John Grisham,2002,Dell Publishing Company,oromocto, new brunswick,Canada,33.0,summons,Thriller
28204,038542471X,9,The Client,John Grisham,1993,Doubleday Books,south ohio, nova scotia,Canada,61.0,client,Legal Thriller
28204,0385424728,7,The Chamber,John Grisham,1994,Doubleday Books,south ohio, nova scotia,Canada,61.0,chamber,Thriller
28204,0671027360,10,Angels & Demons,Dan Brown,2001,Pocket Star,south ohio, nova scotia,Canada,61.0,angels & demons,Thriller
28204,0804106304,9,The Joy Luck Club,Amy Tan,1994,Prentice Hall (K-12),south ohio, nova scotia,Canada,61.0,joy luck club,Fiction
28211,0439064872,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,boston, massachusetts,United States,33.0,harry potter,Fantasy
28216,0385504209,9,The Da Vinci Code,Dan Brown,2003,Doubleday,pelham, new york,United States,53.0,da vinci code,Thriller
28222,0312278586,8,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,san diego, california,United States,23.0,nanny diaries: a novel,Fiction
28222,0345417623,9,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,san diego, california,United States,23.0,timeline,Science Fiction
28222,0786868716,10,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,san diego, california,United States,23.0,five people you meet in heaven,Fiction
28262,0971880107,8,Wild Animus,Rich Shapero,2004,Too Far,mckinleyville, california,United States,39.0,wild animus,Fiction
28269,0060987103,9,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,Regan Books,tigard, oregon,United States,33.0,wicked,Fantasy
28269,0375725784,8,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,tigard, oregon,United States,33.0,ring,Fantasy
28289,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,, utah,United States,33.0,da vinci code,Thriller
28289,0385508042,8,The King of Torts,John Grisham,2003,Doubleday Books,, utah,United States,33.0,king of torts,Legal Thriller
28366,0440222656,9,The Horse Whisperer,Nicholas Evans,1996,Dell,amherst, ohio,United States,47.0,horse whisperer,Romance
28366,0446611085,9,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,amherst, ohio,United States,47.0,suzanne's diary for nicholas,Romance
28395,0060934417,10,Bel Canto: A Novel,Ann Patchett,2002,Perennial,princeton junction, new jersey,United States,32.0,bel canto: a novel,Fiction
28397,0671461494,9,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1982,Pocket,narragansett, rhode island,United States,33.0,hitchhiker's guide to the galaxy,Science Fiction
28448,0446611867,8,A Bend in the Road,Nicholas Sparks,2002,Warner Books,são paulo, são paulo,Brazil,33.0,bend in the road,Romance
28451,0515119202,6,Daring to Dream,Nora Roberts,1996,Jove Books,altamonte springs, florida,United States,31.0,ring,Fantasy
28463,0446606812,8,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,west allis, wisconsin,United States,33.0,message in a bottle,Romance
28481,0439064872,9,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,venice, california,United States,33.0,harry potter,Fantasy
28481,0671003755,5,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,venice, california,United States,33.0,she's come undone (oprah's book club (paperback)),Fiction
28486,0446605239,9,The Notebook,Nicholas Sparks,1998,Warner Books,columbus, ohio,United States,34.0,notebook,Romance
28492,0099245027,8,The Testament,John Grisham,1999,Trafalgar Square,slough, england,United Kingdom,31.0,testament,Thriller
28493,061815082X,8,"The Hobbit (Young Adult edition, Sis cover)",J. R. R. Tolkien,2001,Houghton Mifflin Company,bradenton, florida,United States,33.0,hobbit,Fantasy
28495,0060928336,8,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,sunnyvale, california,United States,33.0,divine secrets of the ya-ya sisterhood: a novel,Fiction
28495,0440224675,9,Hannibal,Thomas Harris,2000,Dell Publishing Company,sunnyvale, california,United States,33.0,hannibal,Thriller
28523,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,1997,Perennial,springfield, missouri,United States,24.0,divine secrets of the ya-ya sisterhood: a novel,Fiction
28523,0312272243,10,J. K. Rowling: The Wizard Behind Harry Potter,Marc Shapiro,2000,St. Martin's Press,springfield, missouri,United States,24.0,harry potter,Fantasy
28523,0312278586,10,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,springfield, missouri,United States,24.0,nanny diaries: a novel,Fiction
28523,0439064872,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,springfield, missouri,United States,24.0,harry potter,Fantasy
28523,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,springfield, missouri,United States,24.0,harry potter,Fantasy
28539,0786868716,7,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,clovis, california,United States,51.0,five people you meet in heaven,Fiction
28548,0671003755,7,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,elmore city, oklahoma,United States,40.0,she's come undone (oprah's book club (paperback)),Fiction
28585,0679442790,5,The Reader,Bernhard Schlink,1997,Random House,san jose, california,United States,33.0,reader,Historical Fiction
28591,0670880728,10,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,michie, tennessee,United States,33.0,bridget jones,Romance
28591,0971880107,6,Wild Animus,Rich Shapero,2004,Too Far,michie, tennessee,United States,33.0,wild animus,Fiction
28594,0345413369,8,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,thunder bay, ontario,Canada,18.0,his dark materials,Fantasy
28594,059035342X,9,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,thunder bay, ontario,Canada,18.0,harry potter,Fantasy
28619,044651652X,10,The Bridges of Madison County,Robert James Waller,1992,Warner Books,hartford, connecticut,United States,33.0,bridges of madison county,Romance
28619,1885171080,10,"Girlfriends: Invisible Bonds, Enduring Ties",Carmen Renee Berry,1995,Wildcat Canyon Press,hartford, connecticut,United States,33.0,ring,Fantasy
28634,014028009X,7,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,bad axe, michigan,United States,28.0,bridget jones,Romance
28634,0345370775,9,Jurassic Park,Michael Crichton,1999,Ballantine Books,bad axe, michigan,United States,28.0,jurassic park,Science Fiction
28634,0425165566,6,Tom Clancy's Op-Center Balance of Power (Tom Clancy's Op Center (Paperback)),Tom Clancy,1998,Prime Crime,bad axe, michigan,United States,28.0,tom clancy's op center,Thriller
28634,0440206154,10,Red Dragon,Thomas Harris,2000,Dell Publishing Company,bad axe, michigan,United States,28.0,red dragon,Thriller
28634,044021145X,10,The Firm,John Grisham,1992,Bantam Dell Publishing Group,bad axe, michigan,United States,28.0,firm,Thriller
28634,0440211727,10,A Time to Kill,JOHN GRISHAM,1992,Dell,bad axe, michigan,United States,28.0,time to kill,Thriller
28634,0440214041,10,The Pelican Brief,John Grisham,1993,Dell,bad axe, michigan,United States,28.0,pelican brief,Thriller
28634,0440220602,10,The Chamber,John Grisham,1995,Dell Publishing Company,bad axe, michigan,United States,28.0,chamber,Thriller
28634,0440221471,10,The Runaway Jury,JOHN GRISHAM,1997,Dell,bad axe, michigan,United States,28.0,runaway jury,Legal Thriller
28634,0440224675,10,Hannibal,Thomas Harris,2000,Dell Publishing Company,bad axe, michigan,United States,28.0,hannibal,Thriller
28634,044023722X,9,A Painted House,John Grisham,2001,Dell Publishing Company,bad axe, michigan,United States,28.0,painted house,Fiction
28634,0440241537,10,The King of Torts,JOHN GRISHAM,2003,Dell,bad axe, michigan,United States,28.0,king of torts,Legal Thriller
28634,044651652X,10,The Bridges of Madison County,Robert James Waller,1992,Warner Books,bad axe, michigan,United States,28.0,bridges of madison county,Romance
28634,0446608955,10,A Walk to Remember,Nicholas Sparks,2000,Warner Books,bad axe, michigan,United States,28.0,walk to remember,Romance
28667,0345370775,3,Jurassic Park,Michael Crichton,1999,Ballantine Books,norwood, massachusetts,United States,26.0,jurassic park,Science Fiction
28667,0441569595,5,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,norwood, massachusetts,United States,26.0,ring,Fantasy
28667,0812511816,2,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy,norwood, massachusetts,United States,26.0,wheel of time,Fantasy
28687,0345351525,9,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,goshen, ohio,United States,27.0,vampire chronicles,Horror
28693,0446602744,8,The Rules(TM) : Time-Tested Secrets for Capturing the Heart of Mr. Right,Ellen Fein,1996,Warner Books,henderson, tennessee,United States,24.0,ring,Fantasy
28693,1558747028,10,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications,henderson, tennessee,United States,24.0,ring,Fantasy
28705,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,lebanon, pennsylvania,United States,51.0,da vinci code,Thriller
28705,0786868716,9,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,lebanon, pennsylvania,United States,51.0,five people you meet in heaven,Fiction
28709,0316569321,8,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",sewell, new jersey,United States,33.0,white oleander : a novel,Fiction
28709,0446612545,9,The Beach House,James Patterson,2003,Warner Books,sewell, new jersey,United States,33.0,beach house,Fiction
28731,0316601950,5,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,louisville, kentucky,United States,29.0,pilot's wife : a novel,Fiction
28735,0971880107,6,Wild Animus,Rich Shapero,2004,Too Far,hannover, niedersachsen,Germany,58.0,wild animus,Fiction
28762,0060502258,6,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,casper, wyoming,United States,33.0,divine secrets of the ya-ya sisterhood: a novel,Fiction
28763,0375725784,10,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,minneapolis, minnesota,United States,29.0,ring,Fantasy
28800,0971880107,7,Wild Animus,Rich Shapero,2004,Too Far,03770 el verger, (alacant),Spain,69.0,wild animus,Fiction
28804,0971880107,6,Wild Animus,Rich Shapero,2004,Too Far,cardinal, ontario,Canada,50.0,wild animus,Fiction
28820,0671461494,9,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1982,Pocket,garland, texas,United States,33.0,hitchhiker's guide to the galaxy,Science Fiction
28865,0385504209,10,The Da Vinci Code,Dan Brown,2003,Doubleday,paoli, pennsylvania,United States,39.0,da vinci code,Thriller
28865,0671027360,9,Angels & Demons,Dan Brown,2001,Pocket Star,paoli, pennsylvania,United States,39.0,angels & demons,Thriller
28884,0375700293,7,Bringing Out the Dead (Vintage Contemporaries),Joe Connelly,1999,Vintage Books USA,victoria, british columbia,Canada,38.0,ring,Fantasy
28899,0446606189,9,Cat & Mouse (Alex Cross Novels),James Patterson,1998,Warner Books,st. matthews, south carolina,United States,69.0,alex cross,Thriller
28899,0446610038,9,1st to Die: A Novel,James Patterson,2002,Warner Vision,st. matthews, south carolina,United States,69.0,1st to die: a novel,Thriller
28932,074343627X,5,Dreamcatcher,Stephen King,2001,Pocket,lemon grove, california,United States,33.0,dreamcatcher,Horror
28938,0345391802,10,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,asheville, north carolina,United States,38.0,hitchhiker's guide to the galaxy,Science Fiction
28938,0971880107,6,Wild Animus,Rich Shapero,2004,Too Far,asheville, north carolina,United States,38.0,wild animus,Fiction
28980,0440998050,10,A Wrinkle in Time,Madeleine L'Engle,1976,Laure Leaf,anchorage, alaska,United States,11.0,wrinkle in time,Science Fiction
29030,0345333926,10,Ringworld,Larry Niven,1990,Del Rey Books,pacific palisades, california,United States,14.0,ring,Fantasy
29062,0385315236,10,The Horse Whisperer,Nicholas Evans,1995,Delacorte Press,alamo, texas,United States,33.0,horse whisperer,Romance
29094,0316666009,8,1st to Die: A Novel,James Patterson,2001,Little Brown and Company,olive branch, mississippi,United States,33.0,1st to die: a novel,Thriller
29101,0440241073,8,The Summons,John Grisham,2002,Dell Publishing Company,bolivar, missouri,United States,38.0,summons,Thriller
29123,0671021001,7,She's Come Undone (Oprah's Book Club),Wally Lamb,1998,Pocket,ramona, california,United States,39.0,she's come undone (oprah's book club),Fiction
29131,0345417623,10,Timeline,MICHAEL CRICHTON,2000,Ballantine Books,lehigh acres, florida,United States,72.0,timeline,Science Fiction
29168,038550120X,7,A Painted House,JOHN GRISHAM,2001,Doubleday,beacon, new york,United States,33.0,painted house,Fiction
29185,0812551486,4,"Temple of the Winds (Sword of Truth, Book 4)",Terry Goodkind,1998,Tor Fantasy,folkestone, england,United Kingdom,30.0,sword of truth,Fantasy
29189,0671027360,9,Angels & Demons,Dan Brown,2001,Pocket Star,toronto, ontario,Canada,56.0,angels & demons,Thriller
29209,014025448X,6,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books,boca raton, florida,United States,33.0,mitford years,Fiction
29209,0140257934,6,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Viking Books,boca raton, florida,United States,33.0,mitford years,Fiction
29209,0446610038,5,1st to Die: A Novel,James Patterson,2002,Warner Vision,boca raton, florida,United States,33.0,1st to die: a novel,Thriller
29209,0451204891,8,The Hearing,John Lescroart,2002,Signet Book,boca raton, florida,United States,33.0,ring,Fantasy
29209,0452282152,10,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,boca raton, florida,United States,33.0,ring,Fantasy
29209,0671027360,7,Angels & Demons,Dan Brown,2001,Pocket Star,boca raton, florida,United States,33.0,angels & demons,Thriller
29259,0060502258,7,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,mt. airy, ,United States,39.0,divine secrets of the ya-ya sisterhood: a novel,Fiction
29259,0142001740,10,The Secret Life of Bees,Sue Monk Kidd,2003,Penguin Books,mt. airy, ,United States,39.0,secret life of bees,Historical Fiction
29259,0345313860,10,"The Vampire Lestat (Vampire Chronicles, Book II)",ANNE RICE,1986,Ballantine Books,mt. airy, ,United States,39.0,vampire chronicles,Horror
29259,0345337662,10,Interview with the Vampire,Anne Rice,1993,Ballantine Books,mt. airy, ,United States,39.0,interview with the vampire,Horror
29259,0345370775,5,Jurassic Park,Michael Crichton,1999,Ballantine Books,mt. airy, ,United States,39.0,jurassic park,Science Fiction
29259,0380718332,10,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,Avon,mt. airy, ,United States,39.0,kay scarpetta,Mystery
29259,0380718340,10,Cruel & Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,mt. airy, ,United States,39.0,kay scarpetta,Mystery
29259,044021145X,9,The Firm,John Grisham,1992,Bantam Dell Publishing Group,mt. airy, ,United States,39.0,firm,Thriller
29259,0452282152,9,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,mt. airy, ,United States,39.0,ring,Fantasy
29259,0842329250,8,Soul Harvest: The World Takes Sides (Left Behind No. 4),Tim Lahaye,1999,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29259,0842329269,9,Apollyon: The Destroyer Is Unleashed (Left Behind No. 5),Jerry Jenkins,2000,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29259,0842329277,9,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29259,084233226X,7,Desecration: Antichrist Takes the Throne (Left Behind No. 9),Tim Lahaye,2001,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29259,0842332278,9,The Remnant: On the Brink of Armageddon (Left Behind No. 10),Tim LaHaye,2002,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29259,0842332286,9,The Mark: The Beast Rules the World (Left Behind No. 8),Tim Lahaye,2001,Tyndale House Publishers,mt. airy, ,United States,39.0,left behind,Fiction
29270,0375411992,6,Blackwood Farm (The Vampire Chronicles),Anne Rice,2002,Alfred A. Knopf,tampa, florida,United States,19.0,vampire chronicles,Horror
29279,0312278586,6,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,philadelphia, pennsylvania,United States,43.0,nanny diaries: a novel,Fiction
29413,0439064864,8,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,carmel valley, california,United States,65.0,harry potter,Fantasy
29419,0446606812,8,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,norcross, georgia,United States,33.0,message in a bottle,Romance
29419,0786819146,8,"The Eternity Code (Artemis Fowl, Book 3)",Eoin Colfer,2003,Miramax Kids,norcross, georgia,United States,33.0,artemis fowl,Fantasy
29424,0375727345,6,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,calgary, alberta,Canada,33.0,house of sand and fog,Fiction
29482,043935806X,7,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,springfield, missouri,United States,29.0,harry potter,Fantasy
29512,0345370775,9,Jurassic Park,Michael Crichton,1999,Ballantine Books,st. paul, minnesota,United States,25.0,jurassic park,Science Fiction
29526,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,knoxville, tennessee,United States,26.0,red tent (bestselling backlist),Historical Fiction
29526,0316569321,10,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",knoxville, tennessee,United States,26.0,white oleander : a novel,Fiction
29526,0380789035,9,American Gods,Neil Gaiman,2002,HarperTorch,knoxville, tennessee,United States,26.0,american gods,Fantasy
29526,0385497466,10,The Brethren,JOHN GRISHAM,2000,Doubleday,knoxville, tennessee,United States,26.0,brethren,Thriller
29526,0399134204,10,Joy Luck Club,Amy Tan,1989,Putnam Publishing Group,knoxville, tennessee,United States,26.0,joy luck club,Fiction
29526,0439064864,10,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,knoxville, tennessee,United States,26.0,harry potter,Fantasy
29526,0439136350,10,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999,Scholastic,knoxville, tennessee,United States,26.0,harry potter,Fantasy
29526,0439139597,10,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,Scholastic,knoxville, tennessee,United States,26.0,harry potter,Fantasy
29526,052594527X,10,Girl With a Pearl Earring,Tracy Chevalier,1999,Dutton Books,knoxville, tennessee,United States,26.0,ring,Fantasy
29526,0590353403,10,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,knoxville, tennessee,United States,26.0,harry potter,Fantasy
29526,0670880728,10,Bridget Jones's Diary,Helen Fielding,1998,Viking Books,knoxville, tennessee,United States,26.0,bridget jones,Romance
29526,0670892963,10,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,knoxville, tennessee,United States,26.0,bridget jones,Romance
29526,0670894605,10,The Secret Life of Bees,Sue Monk Kidd,2002,Viking Books,knoxville, tennessee,United States,26.0,secret life of bees,Historical Fiction
29526,0679444815,10,Timeline,Michael Crichton,1999,Alfred A. Knopf,knoxville, tennessee,United States,26.0,timeline,Science Fiction
29526,0786808012,10,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2001,Miramax Kids,knoxville, tennessee,United States,26.0,artemis fowl,Fantasy
29526,1573221937,6,How to Be Good,Nick Hornby,2001,Riverhead Books,knoxville, tennessee,United States,26.0,how to be good,Fiction
29536,0439139600,8,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,Scholastic Paperbacks,taipei, n/a,Taiwan,33.0,harry potter,Fantasy
29539,0345370775,7,Jurassic Park,Michael Crichton,1999,Ballantine Books,recife, alaska,Brazil,39.0,jurassic park,Science Fiction
29541,0590112899,10,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Scholastic Point,london, london,United Kingdom,32.0,his dark materials,Fantasy
29570,0618009345,9,Poems from The Hobbit,J. R. R. Tolkien,1999,Houghton Mifflin,ljubljana, n/a,Slovenia,24.0,hobbit,Fantasy
29677,059035342X,10,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,snohomish, washington,United States,16.0,harry potter,Fantasy
29681,0060934417,7,Bel Canto: A Novel,Ann Patchett,2002,Perennial,madison, wisconsin,United States,33.0,bel canto: a novel,Fiction
29694,0971880107,2,Wild Animus,Rich Shapero,2004,Too Far,melbourne, victoria,Australia,40.0,wild animus,Fiction
29700,0316284955,7,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000,Back Bay Books,steveston, british columbia,Canada,33.0,white oleander : a novel (oprah's book club),Fiction
29763,0842329129,7,Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1),Tim Lahaye,1996,Tyndale House Publishers,bourbonnais, illinois,United States,56.0,left behind,Fiction
29805,0452282152,8,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,dallas, texas,United States,65.0,ring,Fantasy
29855,0316601950,8,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,morris, connecticut,United States,53.0,pilot's wife : a novel,Fiction
29855,044651652X,9,The Bridges of Madison County,Robert James Waller,1992,Warner Books,morris, connecticut,United States,53.0,bridges of madison county,Romance
29866,1551668076,9,Gathering Lies,Meg O'Brien,2001,Mira,austin, texas,United States,33.0,ring,Fantasy
29867,0312195516,10,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,lynchburg, virginia,United States,62.0,red tent (bestselling backlist),Historical Fiction
29867,0671027522,8,A Springwater Christmas (Springwater Seasons),Linda Lael Miller,1999,Pocket,lynchburg, virginia,United States,62.0,ring,Fantasy
29895,0312195516,9,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,chapel hill, north carolina,United States,33.0,red tent (bestselling backlist),Historical Fiction
29897,0312983867,10,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,mt. carmel, pennsylvania,United States,39.0,stephanie plum,Mystery
29905,0446608955,8,A Walk to Remember,Nicholas Sparks,2000,Warner Books,conway, arkansas,United States,33.0,walk to remember,Romance
29944,0671003755,9,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,kewaskum, wisconsin,United States,54.0,she's come undone (oprah's book club (paperback)),Fiction
29967,1853260010,9,Wuthering Heights (Wordsworth Classics),Emily Bronte,1997,NTC/Contemporary Publishing Company,oxford, n/a,United Kingdom,33.0,ring,Fantasy
29974,0553572148,7,Wicked,Susan Johnson,1997,Bantam Books,gulfport, florida,United States,33.0,wicked,Fantasy
29980,0060934417,10,Bel Canto: A Novel,Ann Patchett,2002,Perennial,macon, georgia,United States,22.0,bel canto: a novel,Fiction
30035,0061009059,5,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,vancouver, british columbia,Canada,37.0,stephanie plum,Mystery
30035,0312966091,5,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,vancouver, british columbia,Canada,37.0,stephanie plum,Mystery
30035,0312976275,8,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,vancouver, british columbia,Canada,37.0,stephanie plum,Mystery
